Record_ID,Student_ID,Survey_Date,Age,Gender,Grade_Level,School_Type,Subject,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Attendance_Percentage,Homework_Completion_Percentage,Study_Method,Tutoring,Internet_Access,Stress_Level,Parent_Support_Level,Previous_Exam_Score,Exam_Score,Final_Result,Teacher_Comment
R2439,S0274,2026-02-21,17.0,Female,Grade 8,Private,History,3.2,9.0,0.7,100.0,75.0,Self Study,No,Yes,Low,Medium,94.0,100.0,Excellent,Consistent effort
R1221,S0103,2026-04-20,14.0,Male,Grade 9,Private,English,3.6,7.0,3.4,86.0,70.0,Self Study,No,Yes,Medium,Low,92.0,85.0,Good,Consistent effort
R0232,S0288,2026-02-20,13.0,Male,Grade 8,Private,Math,2.8,9.1,4.9,84.0,89.0,Online Videos,No,Yes,High,Low,100.0,82.0,Good,Improved this term
R3094,S0515,2026-04-28,16.0,Male,Grade 11,Private,History,2.3,7.6,0.5,87.0,63.0,Self Study,No,Yes,High,Medium,67.0,74.0,Pass,Absent during some activities
R3520,S0682,2026-04-26,14.0,Female,Grade 9,Private,Math,2.9,6.9,3.2,73.0,59.0,Notebook / Notes,No,Yes,Low,Medium,89.0,85.0,Good,Absent during some activities
R1327,S0240,2026-04-26,16.0,Female,Grade 11,International,Math,3.6,7.2,2.4,100.0,67.0,Online Videos,No,Yes,High,Medium,100.0,100.0,Excellent,Needs better time management
R0727,S0529,2026-04-04,17.0,Female,Grade 12,Private,Science,3.2,6.9,4.6,90.0,100.0,Self Study,No,Yes,Medium,Medium,83.0,85.0,Good,Needs revision plan
R3774,S0087,2026-04-10,15.0,Female,Grade 10,Private,Math,2.9,7.9,3.3,76.0,56.0,Self Study,No,Yes,Medium,Low,100.0,100.0,Excellent,No Comment
R3472,S0206,2026-03-01,13.0,Female,Grade 8,Public,Computer Science,0.6,9.5,3.0,99.0,53.0,Notebook / Notes,No,Yes,Medium,Medium,99.0,93.0,Excellent,Often distracted
R0472,S0203,2026-03-26,14.0,Female,Grade 9,Private,Computer Science,3.1,6.9,4.2,97.0,92.0,Group Study,No,Yes,Low,Medium,95.0,100.0,Excellent,Good analytical thinking
R0922,S0680,2026-02-02,15.0,Male,Grade 10,International,English,3.1,7.2,3.8,94.0,76.0,Self Study,No,Yes,Low,Medium,72.0,76.0,Good,Improved this term
R2868,S0098,2026-04-29,14.0,Female,Grade 9,Public,Math,4.7,6.5,4.2,79.0,80.0,Self Study,No,Yes,Medium,Low,92.0,89.0,Good,No Comment
R0580,S0347,2026-03-04,16.0,Male,Grade 11,Public,Computer Science,2.2,9.4,2.9,90.0,100.0,Group Study,No,Yes,Medium,Medium,100.0,100.0,Excellent,Absent during some activities
R3752,S0090,2026-04-11,15.0,Female,Grade 10,International,History,4.7,8.4,2.9,87.0,84.0,Online Videos,Yes,Yes,High,Medium,100.0,100.0,Excellent,Good analytical thinking
R0504,S0615,2026-03-19,14.0,Female,Grade 9,International,Science,2.1,5.2,5.3,86.0,45.0,Group Study,Yes,Yes,Medium,Low,84.0,84.0,Good,Consistent effort
R1358,S0705,2026-04-10,17.0,Female,Grade 12,Private,Math,4.4,7.4,5.3,81.0,62.0,Group Study,No,Yes,Medium,Medium,95.0,94.0,Excellent,Homework quality varies
R3573,S0063,2026-02-10,14.0,Female,Grade 9,Private,Computer Science,2.8,6.9,2.8,87.0,82.0,Group Study,Yes,Yes,Low,Medium,79.0,91.0,Excellent,Good analytical thinking
R0352,S0104,2026-02-17,15.0,Male,Grade 10,Private,Math,3.2,6.8,6.8,85.0,68.0,Online Videos,No,Yes,Low,Low,90.0,78.0,Good,Excellent focus
R1216,S0680,2026-02-15,17.0,Female,Grade 9,Public,Math,2.1,7.4,1.2,97.0,77.0,Self Study,No,No,High,Low,85.0,88.0,Good,Excellent focus
R2135,S0651,2026-03-25,14.0,Female,Grade 9,Public,Computer Science,1.6,7.2,5.9,92.0,51.0,Self Study,No,Yes,High,Low,70.0,72.0,Pass,Needs better time management
R3065,S0729,2026-02-19,15.0,Male,Grade 9,International,English,2.6,8.3,5.6,97.0,100.0,Group Study,Yes,Yes,Low,Medium,100.0,92.0,Excellent,Needs better time management
R0801,S0658,2026-02-27,17.0,Female,Grade 12,Public,Science,3.4,8.0,1.3,83.0,73.0,Self Study,No,Yes,Medium,High,100.0,100.0,Excellent,Homework quality varies
R0280,S0026,2026-04-01,15.0,Male,Grade 10,Public,History,1.3,9.6,5.4,88.0,100.0,Notebook / Notes,No,Yes,High,Low,82.0,77.0,Good,No Comment
R1452,S0087,2026-02-27,13.0,Male,Grade 8,Public,Math,1.8,8.1,5.6,100.0,77.0,Self Study,No,No,Medium,Medium,67.0,81.0,Good,No Comment
R3627,S0606,2026-03-31,14.0,Female,Grade 9,Public,Computer Science,4.2,6.7,4.7,80.0,99.0,Group Study,No,Yes,Medium,Medium,100.0,95.0,Excellent,Good analytical thinking
R3096,S0648,2026-03-17,17.0,Female,Grade 12,Public,Computer Science,3.1,7.1,5.9,97.0,72.0,Notebook / Notes,Yes,Yes,Medium,High,100.0,95.0,Excellent,Often distracted
R1020,S0320,2026-02-09,17.0,Female,Grade 8,Public,History,3.3,7.8,5.6,89.0,76.0,Notebook / Notes,No,Yes,Low,Low,91.0,92.0,Excellent,Improved this term
R2518,S0735,2026-02-01,17.0,Female,Grade 12,Private,History,3.1,6.0,6.7,87.0,87.0,Private Tutor,Yes,Yes,Low,High,87.0,93.0,Excellent,Often distracted
R3423,S0395,2026-02-12,15.0,Female,Grade 10,International,English,0.9,7.3,4.5,74.0,70.0,Group Study,No,Yes,High,Medium,79.0,82.0,Good,Excellent focus
R2033,S0181,2026-03-18,13.0,Female,Grade 8,Public,English,3.0,6.5,6.5,97.0,100.0,Online Videos,No,Yes,Medium,Medium,95.0,96.0,Excellent,Good analytical thinking
R3531,S0034,2026-02-10,17.0,Female,Grade 12,Public,History,2.9,8.3,6.7,88.0,100.0,Self Study,No,Yes,Low,Low,90.0,89.0,Good,No Comment
R2216,S0280,2026-10-02,17.0,Female,Grade 12,Private,Math,4.7,7.4,7.7,94.0,91.0,Self Study,No,Yes,Medium,High,100.0,92.0,Excellent,Good analytical thinking
R0042,S0065,2026-03-18,16.0,Female,Grade 11,Public,Computer Science,3.2,6.7,8.1,73.0,100.0,Group Study,No,Yes,Medium,High,65.0,76.0,Good,Needs revision plan
R2932,S0629,2026-02-26,17.0,Male,Grade 12,Private,History,3.3,9.7,6.8,91.0,77.0,Online Videos,No,Yes,High,Medium,84.0,91.0,Excellent,Good analytical thinking
R1237,S0556,2026-03-11,16.0,Female,Grade 11,Public,Math,4.8,5.9,2.5,81.0,54.0,Online Videos,No,Yes,Medium,High,100.0,100.0,Excellent,Absent during some activities
R3631,S0343,2026-02-18,14.0,Male,Grade 9,Private,Science,3.2,6.5,4.2,96.0,85.0,Self Study,No,Yes,Medium,High,96.0,97.0,Excellent,Often distracted
R3534,S0671,2026-04-13,16.0,Male,Grade 11,Public,Computer Science,3.3,5.1,5.4,96.0,91.0,Self Study,No,Yes,Medium,High,95.0,94.0,Excellent,Often distracted
R0123,S0314,2026-02-28,16.0,Male,Grade 11,Private,Computer Science,4.1,8.6,2.3,87.0,95.0,Private Tutor,No,Yes,High,Medium,100.0,99.0,Excellent,Consistent effort
R0945,S0711,2026-02-20,13.0,Male,Grade 8,Public,English,1.9,7.5,2.2,100.0,82.0,Online Videos,Yes,Yes,Medium,High,100.0,100.0,Excellent,No Comment
R3240,S0111,2026-02-14,16.0,Female,Grade 11,Public,English,4.2,7.2,6.9,89.0,100.0,Notebook / Notes,No,No,Low,Medium,94.0,94.0,Excellent,No Comment
R2950,S0692,2026-03-19,14.0,Female,Grade 9,Private,History,4.4,8.4,4.2,100.0,92.0,Self Study,Yes,Yes,Medium,Low,100.0,100.0,Excellent,Homework quality varies
R1501,S0305,2026-04-17,15.0,Female,Grade 10,Public,Science,3.2,7.0,2.6,66.0,80.0,Self Study,No,Yes,Low,Low,75.0,83.0,Good,Often distracted
R0281,S0167,2026-04-03,13.0,Female,Grade 8,Private,English,0.9,8.9,2.0,86.0,100.0,Notebook / Notes,Yes,No,Medium,Low,89.0,83.0,Good,No Comment
R0919,S0540,2026-02-08,15.0,Female,Grade 12,Public,English,3.6,6.2,3.0,83.0,79.0,Private Tutor,Yes,Yes,Low,Medium,100.0,100.0,Excellent,Needs better time management
R0812,S0346,2026-04-02,17.0,Male,Grade 12,Private,English,1.9,8.4,5.5,91.0,81.0,Online Videos,No,Yes,Medium,High,90.0,92.0,Excellent,Consistent effort
R3351,S0111,2026-03-12,17.0,Female,Grade 12,Public,Computer Science,5.4,7.8,5.7,71.0,98.0,Private Tutor,No,Yes,High,Low,86.0,100.0,Excellent,Homework quality varies
R0604,S0088,2026-03-09,17.0,Female,Grade 10,Private,History,2.2,6.5,4.0,81.0,93.0,Private Tutor,No,Yes,Medium,Low,91.0,92.0,Excellent,Homework quality varies
R2614,S0505,2026-03-31,15.0,Female,Grade 12,Public,Math,4.9,6.2,4.2,93.0,78.0,Online Videos,No,Yes,Low,Medium,95.0,100.0,Excellent,Good analytical thinking
R1711,S0329,2026-03-31,16.0,Male,Grade 10,Private,English,4.3,6.1,4.5,86.0,66.0,Self Study,No,Yes,Medium,Low,77.0,77.0,Good,Needs better time management
R3110,S0454,2026-03-05,15.0,Female,Grade 10,Public,History,3.5,6.1,2.8,93.0,52.0,Online Videos,No,Yes,Low,High,99.0,100.0,Excellent,Good analytical thinking
R0364,S0203,2026-04-26,13.0,Male,Grade 8,Private,Math,5.4,7.2,2.1,84.0,76.0,Online Videos,No,Yes,Low,Medium,98.0,100.0,Excellent,Strong participation
R3864,S0642,2026-03-03,17.0,Female,Grade 12,International,Math,1.6,9.2,5.5,98.0,100.0,Online Videos,Yes,Yes,Medium,Low,100.0,92.0,Excellent,Consistent effort
R3494,S0287,2026-03-25,16.0,Male,Grade 9,Private,History,3.7,8.0,0.5,85.0,82.0,Online Videos,No,Yes,Low,Medium,97.0,100.0,Excellent,Homework quality varies
R2042,S0034,2026-04-12,15.0,Male,Grade 10,International,History,5.8,7.7,1.6,86.0,76.0,Self Study,No,Yes,Low,Low,90.0,100.0,Excellent,Improved this term
R0156,S0526,2026-04-21,17.0,Female,Grade 12,Public,Computer Science,3.8,7.2,4.1,100.0,67.0,Self Study,No,Yes,Low,Low,94.0,100.0,Excellent,Needs better time management
R2816,S0078,2026-03-11,13.0,Male,Grade 8,Private,Math,3.2,5.1,2.0,86.0,66.0,Group Study,No,Yes,Low,High,87.0,100.0,Excellent,No Comment
R2880,S0308,2026-03-08,13.0,Female,Grade 8,Private,Math,2.5,6.8,7.1,83.0,74.0,Online Videos,Yes,Yes,High,Low,64.0,68.0,Pass,Strong participation
R2073,S0178,2026-02-28,15.0,Female,Grade 10,Public,Math,1.3,5.4,2.2,100.0,76.0,Self Study,No,Yes,High,Medium,94.0,89.0,Good,Homework quality varies
R3588,S0277,2026-04-26,14.0,Male,Grade 10,Private,Math,4.2,7.6,4.5,81.0,84.0,Online Videos,Yes,Yes,High,Medium,99.0,100.0,Excellent,No Comment
R1482,S0033,2026-02-10,17.0,Male,Grade 12,Public,Science,2.1,6.9,5.0,81.0,50.0,Self Study,No,Yes,High,Low,71.0,77.0,Good,No Comment
R0360,S0107,2026-03-02,17.0,Female,Grade 12,Public,Math,3.0,7.3,6.2,78.0,47.0,Self Study,No,No,Medium,High,100.0,92.0,Excellent,Needs better time management
R2381,S0172,2026-02-10,13.0,Female,Grade 8,Private,Computer Science,5.6,7.0,3.8,91.0,70.0,Notebook / Notes,No,Yes,Low,Medium,90.0,96.0,Excellent,Absent during some activities
R0652,S0720,2026-03-12,15.0,Female,Grade 10,Public,Computer Science,3.9,5.7,3.9,91.0,46.0,Group Study,Yes,Yes,Medium,Medium,88.0,100.0,Excellent,Absent during some activities
R1419,S0180,2026-03-31,13.0,Male,Grade 8,Private,Computer Science,3.6,6.5,4.2,69.0,84.0,Group Study,Yes,Yes,Medium,Medium,87.0,92.0,Excellent,No Comment
R3414,S0717,2026-03-05,16.0,Female,Grade 11,International,Computer Science,4.4,5.2,2.7,80.0,71.0,Self Study,Yes,Yes,Medium,Medium,93.0,100.0,Excellent,Homework quality varies
R3528,S0470,2026-02-28,16.0,Female,Grade 10,Public,Math,2.0,7.9,4.3,78.0,100.0,Self Study,Yes,Yes,Medium,Medium,79.0,90.0,Excellent,Homework quality varies
R3777,S0616,2026-03-10,16.0,Male,Grade 11,Private,Computer Science,3.8,6.2,3.0,70.0,65.0,Group Study,No,Yes,High,Low,85.0,87.0,Good,Good analytical thinking
R0999,S0292,2026-02-05,13.0,Female,Grade 8,Public,English,2.3,8.1,3.8,87.0,85.0,Online Videos,No,No,High,High,97.0,85.0,Good,Needs better time management
R0225,S0277,2026-04-13,16.0,Male,Grade 11,Public,Math,4.2,7.5,5.1,77.0,100.0,Self Study,No,Yes,Medium,Medium,90.0,100.0,Excellent,Strong participation
R0095,S0245,2026-03-15,17.0,Female,Grade 8,Private,History,0.3,6.9,3.8,89.0,62.0,Online Videos,Yes,Yes,Medium,High,74.0,89.0,Good,Excellent focus
R3267,S0327,2026-02-21,16.0,Female,Grade 11,Public,English,2.3,7.4,1.2,92.0,87.0,Online Videos,No,Yes,Low,Medium,90.0,98.0,Excellent,Improved this term
R1273,S0546,2026-02-02,16.0,Male,Grade 11,Public,Computer Science,3.0,7.1,1.6,72.0,60.0,Notebook / Notes,No,Yes,Medium,Medium,75.0,72.0,Pass,Often distracted
R0345,S0308,2026-04-01,14.0,Female,Grade 9,Private,Math,4.3,8.5,7.3,97.0,72.0,Online Videos,No,Yes,Medium,Medium,100.0,100.0,Excellent,Strong participation
R2609,S0539,2026-04-15,14.0,Female,Grade 9,Private,History,3.3,7.1,4.6,98.0,63.0,Notebook / Notes,No,Yes,Medium,Medium,68.0,85.0,Good,Good analytical thinking
R1689,S0620,2026-04-16,15.0,Female,Grade 10,International,Computer Science,2.3,6.5,3.6,79.0,73.0,Self Study,No,Yes,Medium,Low,68.0,92.0,Pass,Excellent focus
R1173,S0043,2026-04-23,16.0,Male,Grade 11,International,Science,4.2,7.1,2.9,86.0,77.0,Self Study,No,Yes,High,High,94.0,92.0,Excellent,Good analytical thinking
R3537,S0218,2026-03-08,17.0,Female,Grade 12,Public,Computer Science,3.9,7.4,1.3,84.0,61.0,Group Study,No,Yes,High,High,94.0,87.0,Good,No Comment
R3089,S0075,2026-03-07,14.0,Female,Grade 9,Private,History,2.2,7.2,6.3,100.0,76.0,Online Videos,Yes,No,Medium,Medium,90.0,87.0,Good,Needs better time management
R1049,S0023,2026-03-10,14.0,Female,Grade 9,Private,English,3.3,6.6,3.8,88.0,83.0,Online Videos,No,Yes,Medium,Medium,99.0,100.0,Excellent,Needs better time management
R2278,S0357,2026-03-13,16.0,Female,Grade 9,Public,English,2.5,5.8,4.0,88.0,78.0,Self Study,No,Yes,Low,Low,72.0,71.0,Pass,Needs revision plan
R0672,S0520,2026-02-11,15.0,Male,Grade 10,Public,History,3.9,6.0,5.3,74.0,42.0,Self Study,No,No,Low,Medium,66.0,83.0,Good,Good analytical thinking
R1265,S0432,2026-03-09,16.0,Female,Grade 11,Public,Science,1.9,7.3,2.8,83.0,76.0,Private Tutor,No,Yes,High,Low,83.0,84.0,Good,Strong participation
R3431,S0140,2026-03-08,15.0,Male,Grade 10,Public,Science,3.4,7.8,0.5,70.0,83.0,Private Tutor,No,Yes,Medium,High,100.0,96.0,Excellent,Needs better time management
R1032,S0146,2026-03-24,16.0,Male,Grade 11,Public,Science,0.2,9.1,6.2,90.0,62.0,Group Study,Yes,Yes,Medium,Medium,99.0,97.0,Excellent,No Comment
R0463,S0538,2026-04-11,14.0,Male,Grade 9,Public,Science,0.8,7.2,3.7,91.0,81.0,Self Study,No,No,Medium,High,68.0,81.0,Good,Good analytical thinking
R0344,S0329,2026-02-13,17.0,Female,Grade 12,Private,English,3.2,8.0,4.9,89.0,88.0,Self Study,No,Yes,High,Medium,93.0,87.0,Good,Improved this term
R3427,S0370,2026-02-16,14.0,Female,Grade 9,Public,Math,2.0,7.7,4.6,79.0,46.0,Self Study,Yes,Yes,Low,High,79.0,88.0,Good,Needs revision plan
R2676,S0193,2026-04-17,17.0,Female,Grade 12,Private,History,0.9,7.2,3.9,90.0,84.0,Self Study,Yes,Yes,Medium,Medium,86.0,79.0,Good,No Comment
R1229,S0690,2026-04-24,17.0,Male,Grade 12,Public,Math,4.3,8.6,4.2,100.0,68.0,Group Study,No,Yes,Medium,High,100.0,92.0,Excellent,No Comment
R0666,S0743,2026-04-28,17.0,Female,Grade 12,Private,Math,2.1,8.4,4.2,77.0,55.0,Notebook / Notes,Yes,Yes,Medium,Low,77.0,83.0,Good,Consistent effort
R3580,S0044,2026-04-24,13.0,Male,Grade 8,International,History,1.0,8.4,1.5,82.0,82.0,Private Tutor,No,Yes,High,High,78.0,85.0,Good,Often distracted
R2434,S0178,2026-05-01,16.0,Male,Grade 11,Public,Computer Science,3.2,6.8,5.8,100.0,48.0,Online Videos,No,Yes,Low,Low,100.0,92.0,Excellent,Needs revision plan
R1824,S0645,2026-02-26,14.0,Female,Grade 9,Public,History,3.8,5.8,5.5,80.0,77.0,Online Videos,Yes,Yes,High,High,96.0,91.0,Excellent,Often distracted
R0297,S0701,2026-04-06,15.0,Female,Grade 10,International,Math,0.5,7.9,6.2,88.0,56.0,Online Videos,No,Yes,Low,Low,74.0,69.0,Pass,Homework quality varies
R0799,S0691,2026-03-03,17.0,Female,Grade 12,International,Math,2.9,8.6,6.1,77.0,73.0,Private Tutor,Yes,Yes,High,High,84.0,79.0,Good,No Comment
R0018,S0063,2026-02-04,17.0,Male,Grade 12,Public,Math,2.8,8.2,4.9,80.0,93.0,Self Study,No,Yes,Medium,High,92.0,100.0,Excellent,No Comment
R1385,S0479,2026-04-20,17.0,Male,Grade 12,Public,Math,2.0,7.2,3.7,83.0,73.0,Private Tutor,No,Yes,Low,Medium,80.0,83.0,Good,Needs revision plan
R2623,S0174,2026-03-07,15.0,Female,Grade 10,Private,Math,4.8,6.1,8.5,88.0,48.0,Private Tutor,No,Yes,High,Medium,65.0,74.0,Pass,Consistent effort
R1607,S0616,2026-11-02,15.0,Male,Grade 10,International,English,3.2,7.8,4.6,85.0,56.0,Online Videos,No,Yes,Low,High,96.0,100.0,Excellent,Absent during some activities
R1457,S0010,2026-04-20,16.0,Female,Grade 11,Public,Math,2.6,6.8,4.6,100.0,68.0,Notebook / Notes,Yes,Yes,Low,Medium,94.0,93.0,Excellent,Absent during some activities
R0141,S0601,2026-02-06,17.0,Female,Grade 12,Public,English,4.1,7.8,5.2,74.0,56.0,Group Study,Yes,Yes,Medium,Low,94.0,87.0,Good,Excellent focus
R1890,S0542,2026-02-07,14.0,Male,Grade 9,Public,Science,1.7,5.1,1.9,82.0,80.0,Notebook / Notes,No,Yes,Low,Medium,100.0,96.0,Excellent,Improved this term
R0286,S0115,2026-02-01,13.0,Female,Grade 8,Private,Computer Science,2.8,6.3,5.0,87.0,66.0,Self Study,No,Yes,Low,Medium,73.0,82.0,Good,Good analytical thinking
R1362,S0414,2026-02-21,16.0,Male,Grade 11,Private,Science,2.5,8.4,3.1,80.0,69.0,Self Study,No,Yes,Medium,Medium,89.0,93.0,Excellent,Needs better time management
R1223,S0082,2026-03-18,15.0,Male,Grade 10,Public,English,5.7,6.9,8.1,83.0,76.0,Private Tutor,No,Yes,Low,Medium,90.0,97.0,Excellent,Often distracted
R2942,S0169,2026-04-26,17.0,Female,Grade 12,Public,English,3.2,6.0,6.2,90.0,39.0,Self Study,Yes,No,Medium,Medium,98.0,95.0,Excellent,Improved this term
R2742,S0501,2026-03-23,17.0,Male,Grade 12,Private,English,4.4,7.0,5.2,84.0,76.0,Online Videos,No,Yes,Low,High,91.0,100.0,Excellent,Good analytical thinking
R0218,S0429,2026-02-14,13.0,Male,Grade 8,Public,History,1.1,8.2,6.3,97.0,69.0,Private Tutor,No,Yes,Medium,Low,90.0,66.0,Pass,No Comment
R2595,S0719,2026-04-01,14.0,Female,Grade 9,Private,English,4.3,7.7,3.6,100.0,88.0,Online Videos,No,Yes,High,High,98.0,100.0,Excellent,Needs revision plan
R0359,S0319,2026-02-10,16.0,Male,Grade 11,Private,English,3.9,7.2,5.8,92.0,48.0,Online Videos,Yes,Yes,High,Medium,89.0,81.0,Good,Good analytical thinking
R1161,S0448,2026-03-12,16.0,Female,Grade 11,International,English,3.7,7.6,1.0,100.0,91.0,Notebook / Notes,No,Yes,Medium,Low,98.0,98.0,Excellent,No Comment
R2307,S0227,2026-04-18,16.0,Male,Grade 11,Private,Computer Science,3.9,6.7,4.0,75.0,76.0,Private Tutor,No,Yes,Medium,Low,92.0,85.0,Good,Needs better time management
R3466,S0497,2026-03-27,14.0,Female,Grade 9,Public,Science,4.5,8.3,3.1,95.0,83.0,Online Videos,No,Yes,Medium,High,100.0,100.0,Excellent,Needs better time management
R0097,S0026,2026-03-12,15.0,Male,Grade 10,International,English,2.4,9.5,6.4,86.0,89.0,Self Study,No,Yes,Medium,High,100.0,100.0,Excellent,Good analytical thinking
R2608,S0735,2026-04-20,14.0,Male,Grade 9,Public,Math,2.9,6.4,5.8,95.0,71.0,Private Tutor,Yes,No,High,Medium,87.0,83.0,Good,Excellent focus
R2961,S0698,2026-02-22,15.0,Female,Grade 10,Public,History,2.1,7.0,3.9,83.0,67.0,Self Study,Yes,Yes,High,Low,86.0,79.0,Good,Absent during some activities
R0283,S0395,2026-02-22,15.0,Male,Grade 10,Public,Computer Science,6.6,7.7,3.3,91.0,66.0,Group Study,No,Yes,Medium,Medium,94.0,100.0,Excellent,Homework quality varies
R1678,S0402,2026-04-18,13.0,Female,Grade 8,Public,Science,2.6,7.2,1.0,82.0,96.0,Self Study,No,Yes,Low,High,88.0,88.0,Good,Absent during some activities
R2760,S0169,2026-02-15,13.0,Female,Grade 8,Private,Computer Science,0.2,8.1,6.3,90.0,72.0,Private Tutor,No,No,Medium,Medium,58.0,92.0,Needs Improvement,Needs better time management
R0966,S0595,2026-04-06,13.0,Male,Grade 8,Private,English,4.5,7.2,4.2,87.0,58.0,Online Videos,No,Yes,Medium,High,79.0,88.0,Good,Homework quality varies
R3700,S0436,2026-04-02,17.0,Male,Grade 12,Public,Science,3.2,6.5,6.3,75.0,69.0,Online Videos,No,Yes,Medium,High,90.0,72.0,Pass,No Comment
R0525,S0043,2026-02-21,16.0,Male,Grade 11,Private,History,2.9,4.8,5.0,83.0,51.0,Notebook / Notes,Yes,Yes,Medium,Medium,74.0,86.0,Good,Improved this term
R0417,S0065,2026-04-15,13.0,Male,Grade 8,Public,English,0.7,7.9,7.1,80.0,54.0,Self Study,No,Yes,Medium,Low,87.0,92.0,Good,Needs revision plan
R0871,S0024,2026-03-18,15.0,Female,Grade 10,Public,History,3.2,6.4,4.3,82.0,42.0,Online Videos,No,Yes,Medium,Medium,94.0,99.0,Excellent,Improved this term
R2503,S0679,2026-03-29,16.0,Female,Grade 11,Public,Science,4.2,9.3,5.8,99.0,94.0,Notebook / Notes,No,No,Medium,High,100.0,99.0,Excellent,Improved this term
R3258,S0344,2026-03-08,14.0,Male,Grade 9,Public,Science,4.4,6.9,4.1,87.0,100.0,Private Tutor,Yes,Yes,High,Low,88.0,100.0,Excellent,No Comment
R2521,S0085,2026-04-19,13.0,Female,Grade 8,Public,Science,2.5,7.3,5.0,96.0,71.0,Group Study,No,Yes,High,High,83.0,88.0,Good,Needs revision plan
R0813,S0183,2026-03-04,15.0,Female,Grade 10,Private,Science,4.0,6.8,3.3,90.0,87.0,Group Study,No,Yes,Low,Medium,93.0,97.0,Excellent,No Comment
R2702,S0329,2026-04-23,17.0,Male,Grade 10,Private,Computer Science,3.2,7.0,5.4,82.0,90.0,Notebook / Notes,Yes,Yes,High,Low,90.0,95.0,Excellent,Often distracted
R2031,S0270,2026-04-08,15.0,Male,Grade 10,Private,English,1.1,6.3,3.4,77.0,82.0,Self Study,No,Yes,Low,Low,72.0,79.0,Good,No Comment
R2616,S0542,2026-02-08,14.0,Female,Grade 9,Private,Computer Science,5.1,6.7,6.7,83.0,72.0,Private Tutor,Yes,Yes,High,Medium,73.0,84.0,Good,Strong participation
R1835,S0645,2026-02-17,15.0,Male,Grade 10,International,English,3.3,6.2,6.3,74.0,51.0,Self Study,No,Yes,Medium,High,79.0,89.0,Good,Excellent focus
R1295,S0531,2026-03-14,17.0,Female,Grade 8,International,History,1.9,9.0,2.5,87.0,96.0,Self Study,No,Yes,Low,Medium,100.0,100.0,Excellent,Improved this term
R2387,S0402,2026-02-04,16.0,Male,Grade 11,Public,Math,1.5,6.8,3.8,75.0,95.0,Online Videos,No,Yes,Low,High,81.0,85.0,Good,No Comment
R1336,S0307,2026-02-21,14.0,Female,Grade 9,Public,Science,2.5,8.2,5.5,76.0,100.0,Private Tutor,No,Yes,High,Low,82.0,75.0,Good,Often distracted
R3307,S0637,2026-02-17,15.0,Female,Grade 10,Public,Math,3.2,6.1,4.8,93.0,76.0,Self Study,No,Yes,High,Medium,98.0,100.0,Excellent,Homework quality varies
R1197,S0233,2026-04-30,14.0,Female,Grade 9,International,Science,3.8,7.5,0.8,83.0,65.0,Online Videos,No,Yes,Medium,Medium,100.0,100.0,Excellent,Needs better time management
R0361,S0262,2026-04-17,14.0,Female,Grade 9,Public,Computer Science,2.5,6.2,1.9,83.0,76.0,Self Study,Yes,Yes,Low,Medium,76.0,90.0,Excellent,Consistent effort
R1659,S0267,2026-02-24,17.0,Female,Grade 12,Public,History,1.3,7.2,4.7,69.0,100.0,Online Videos,No,Yes,Medium,High,61.0,77.0,Good,No Comment
R0262,S0170,2026-03-06,14.0,Female,Grade 9,Private,Math,2.1,7.2,2.4,90.0,100.0,Online Videos,No,Yes,Low,Medium,100.0,100.0,Excellent,Needs better time management
R2845,S0715,2026-04-15,14.0,Female,Grade 9,International,History,3.6,7.1,7.5,81.0,75.0,Self Study,Yes,Yes,High,Low,87.0,94.0,Excellent,Consistent effort
R0657,S0164,2026-04-11,16.0,Female,Grade 11,Public,English,3.2,7.3,3.0,90.0,65.0,Notebook / Notes,No,Yes,High,High,90.0,82.0,Good,Needs revision plan
R0914,S0697,2026-04-01,14.0,Female,Grade 9,Private,Math,2.2,7.8,3.0,84.0,72.0,Self Study,No,Yes,Low,Medium,100.0,92.0,Excellent,Excellent focus
R1245,S0679,2026-02-26,13.0,Female,Grade 8,Public,Math,2.1,8.4,7.0,81.0,66.0,Self Study,No,Yes,Medium,High,81.0,83.0,Good,Strong participation
R1531,S0696,2026-04-17,16.0,Male,Grade 8,International,Computer Science,2.1,7.9,3.2,100.0,82.0,Self Study,Yes,Yes,High,Medium,88.0,82.0,Good,Often distracted
R1040,S0444,2026-02-21,15.0,Male,Grade 10,Private,Math,3.8,6.0,5.1,94.0,89.0,Self Study,Yes,Yes,Low,Medium,100.0,100.0,Excellent,Absent during some activities
